Participant Legal Business Name,ACO Legal or Name/Doing Business As,ACO Address,ACO Service Area,ACO Website Address,ACO Executive Name,ACO Executive Email,ACO Executive Phone,ACO Public Contact Name,ACO Public Contact Email,ACO Public Contact Phone
MHS Primary Care Inc.,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Ophthalmic Consultants of CT,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
CT Vascular And Thoracic Surgical,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Tarun K Gupta MD LLC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Allergy and Asthma Care of Fairfield County,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Advanced Radiology Consultants LLC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Endocrine Associates LLC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
James P Figueroa MD,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
William S. Friedman,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Stephen Weedon,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Robert Lebow, MD","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Jai K Jalij MD PC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Harrington Physician Services,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Surinder P Jindal MD PC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Thomas S Robinson MD,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Mahavir Singh MD,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Nogales Medical Clinic,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Adult Geriatrics of Wooster, Inc","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Prime Healthcare of Southport,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Tejaskumar Naik A Medical Corporation,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Allergy Sinus Asthma Consultants, Inc.","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Krishna K. Dixit PC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Dutchess Neurology PLLC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Wachusett Medical Associates,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Zbigniew Dombek, MD","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Pandurang Prabhu M.D., PC","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Larry T. Suk,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
David A Williams DO Inc,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Internal Medicine & Pediatrics, LLC","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
East Orange Psychiatric Associates,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
North Road Surgery,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Conneaut Valley Health Center,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Meadville Medical Center,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Meadville Physician Services,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Martin Decker, DO","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Sprague Family Practice,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Bloomington Medical Services,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Fairfield County Integrative Family Medicine LLC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Best Internal Medicine,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Alliance Community Medical Foundation, LLC","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Olive Medical Center, Inc.","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Iris Sullivan, MD, PC","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Clinica Medica Dr. Juan Escobar, Inc.","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
MD Imaging,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Infectious Disease Specialists of CT LLC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Ehrlich Bariatrics,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
George T Kappos MD,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Mid-Hudson Neurosurgical Specialists PC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Family And Community Medical Clinic,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Cuidado Latino Medical Clinic Inc.,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Derek Nguyen MD, Inc.","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Dr. John Katsetos,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Cardiology Physicians of Fairfield County LLC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
GP Family Care LLC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"John B. Luster, MD M.P.H.","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Michael W. Fitzgibbons, MD","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
"Christopher Lundquist, MD","Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
Baldev S. Rai MD INC,"Accountable Care Clinical Services, PC","One Monarch Place, Suite 1000, Springfield, Massachusetts 01144","California, Connecticut, Iowa, Massachusetts, Pennsylvania",www.accsfirst.com,Philip Gaziano,pgaziano@acafirst.com,(413) 734-2000 x2501,Robert Wiles,RWILES@ACAFIRST.COM,(413) 734-2000 x2650
